yeast_id,human_paralog_id,complements,similarity_score,similarity_rank,method,num_paralogs_in_group,embedding_filename,model,layer_config,similarity_method
P32347,O22886,FALSE,0.9914451837539672,2,Embeddings,4,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P32347,Q93ZB6,FALSE,0.9894839525222778,3,Embeddings,4,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P32347,P29680,TRUE,0.988246738910675,4,Embeddings,4,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P38221,O95674,TRUE,0.9801907539367676,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P38221,Q92903,FALSE,0.9751651883125304,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P38523,Q9HAV7,TRUE,0.9814988374710084,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P38523,Q8TAA5,FALSE,0.973297655582428,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40303,O14818,TRUE,0.997399926185608,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40303,Q8TAA3,FALSE,0.9964396953582764,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40518,O15511,FALSE,0.9905673265457152,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40518,Q9BPX5,TRUE,0.9868096709251404,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40857,Q6Y1H2,TRUE,0.9792858958244324,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40857,B0YJ81,FALSE,0.9705028533935548,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P53039,Q969M3,TRUE,0.9899871349334716,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P53039,Q8N8F6,FALSE,0.9889589548110962,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P53378,Q9NRH3,TRUE,0.974252462387085,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P53378,P23258,FALSE,0.9724097847938538,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P54839,Q01581,TRUE,0.994090735912323,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P54839,P54868,FALSE,0.990290343761444,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,Q562R1,TRUE,0.9974414110183716,1,Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P63267,TRUE,0.9935181736946106,2,Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P62736,FALSE,0.9932798147201538,3,Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P68133,FALSE,0.992884397506714,4,Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P68032,FALSE,0.992610514163971,5,Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P63261,FALSE,0.9859697818756104,6,Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P60709,FALSE,0.9857043027877808,7,Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
Q07478,Q13838,TRUE,0.9890516996383668,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
Q07478,O00148,FALSE,0.9889382719993592,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
Q99190,Q5HYJ1,FALSE,0.9771456718444824,1,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
Q99190,Q9NZ01,TRUE,0.9667989015579224,2,Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P00817,Q15181,TRUE,0.998226284980774,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P00817,Q9H2U2,FALSE,0.9919801950454712,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,Q9H4B7,FALSE,0.997169554233551,1,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,Q3ZCM7,TRUE,0.99321711063385,2,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,Q9BUF5,FALSE,0.9916284084320068,3,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,Q13509,FALSE,0.9885839223861694,4,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,Q13885,FALSE,0.9780218601226808,5,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,Q9BVA1,FALSE,0.9759464859962464,6,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,P04350,TRUE,0.9753498435020448,7,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,P07437,FALSE,0.9679409861564636,8,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P02557,P68371,FALSE,0.9677734375,9,SWE Embeddings,9,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P04801,P26639,TRUE,0.994032621383667,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P04801,A2RTX5,FALSE,0.9856871366500854,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P05453,Q8IYD1,TRUE,0.982276737689972,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P05453,P15170,FALSE,0.9694652557373048,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P07263,P49590,FALSE,0.9906954765319824,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P07263,P12081,TRUE,0.9883975982666016,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P07283,O15305,TRUE,0.9893474578857422,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P07283,Q92871,FALSE,0.9879729747772216,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P07807,Q86XF0,FALSE,0.9899611473083496,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P07807,P00374,TRUE,0.9854268431663512,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P08964,A7E2Y1,TRUE,0.9762412309646606,1,SWE Embeddings,6,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P08964,P35580,FALSE,0.9719283580780028,2,SWE Embeddings,6,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P08964,P35749,TRUE,0.96958160400390625,3,SWE Embeddings,6,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P08964,P12883,FALSE,0.9626716375350952,4,SWE Embeddings,6,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P08964,Q9UKX2,FALSE,0.9617831110954284,5,SWE Embeddings,6,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P08964,P12882,TRUE,0.9615198969841005,6,SWE Embeddings,6,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P09938,Q7LG56,TRUE,0.99273085594177235,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P09938,P31350,FALSE,0.9924499988555908,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P11353,Q9LR75,TRUE,0.9878312945365906,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P11353,Q93Z96,FALSE,0.97249436378479,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P14742,O94808,TRUE,0.994567334651947,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P14742,Q06210,FALSE,0.9927388429641724,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P15496,Q9BXS1,FALSE,0.9848560094833374,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P15496,Q13907,TRUE,0.978166937828064,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P25342,Q8IYM1,FALSE,0.9876031875610352,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P25342,Q9UH03,TRUE,0.9750266075134276,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P32337,O60518,FALSE,0.990075409412384,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P32337,O00410,TRUE,0.9839307069778442,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P32347,P06132,TRUE,0.9957311749458312,1,SWE Embeddings,4,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P32347,O22886,FALSE,0.99191153049469,2,SWE Embeddings,4,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P32347,Q93ZB6,FALSE,0.9892194867134094,3,SWE Embeddings,4,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P32347,P29680,TRUE,0.9871207475662231,4,SWE Embeddings,4,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P38221,O95674,TRUE,0.9816842079162598,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P38221,Q92903,FALSE,0.9768269062042236,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P38523,Q9HAV7,TRUE,0.977213442325592,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P38523,Q8TAA5,FALSE,0.9709126949310304,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40303,O14818,TRUE,0.9967743158340454,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40303,Q8TAA3,FALSE,0.9957597255706788,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40518,O15511,FALSE,0.9841179251670836,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40518,Q9BPX5,TRUE,0.980453372001648,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40857,Q6Y1H2,TRUE,0.9781651496887208,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P40857,B0YJ81,FALSE,0.971981942653656,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P53039,Q969M3,TRUE,0.9895250797271729,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P53039,Q8N8F6,FALSE,0.98867529630661,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P53378,Q9NRH3,TRUE,0.975678026676178,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P53378,P23258,FALSE,0.973890781402588,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P54839,Q01581,TRUE,0.9944840669631958,1,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P54839,P54868,FALSE,0.9909874200820924,2,SWE Embeddings,2,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,Q562R1,TRUE,0.9976578950881958,1,SWE Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P63267,TRUE,0.993969202041626,2,SWE Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P62736,FALSE,0.9938016533851624,3,SWE Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P68133,FALSE,0.9933456182479858,4,SWE Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P68032,FALSE,0.993091344833374,5,SWE Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
P60010,P63261,FALSE,0.9868541955947876,6,SWE Embeddings,7,small.fasta.last_1.prot_t5_xl_uniref50.sequence_embeddings_swe.idx.similarities_cosine,prot_t5_xl_uniref50,last_1,cosine
